gene_names	gene_types	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8
ENSG00000145198	hk_gene	0	1	4	4	1	2	2	2
ENSG00000214160	hk_gene	2821	2738	3486	3720	3065	2756	4332	3189
ENSG00000145194	hk_gene	1377	1139	1641	1721	1444	1227	1301	1305
ENSG00000163888	hk_gene	66	55	79	55	64	58	57	52
ENSG00000175166	hk_gene	11202	9462	11218	12115	10540	9806	14006	11324
ENSG00000114867	hk_gene	8796	7010	8164	6584	6577	5748	12508	7893
ENSG00000175182	hk_gene	165	139	153	167	69	125	133	186
ENSG00000114859	hk_gene	261	179	298	302	181	179	201	294
ENSG00000163882	hk_gene	6047	5288	5924	6470	5420	5136	5360	5797
ENSG00000090534	hk_gene	20	11	15	10	6	14	11	9
ENSG00000090539	non_hk_gene	13	2	4	5	7	8	13	3
ENSG00000182580	non_hk_gene	48	21	92	11	41	29	19	48
ENSG00000177383	hk_gene	1668	1266	1520	1380	1303	1307	2140	1729
ENSG00000156931	hk_gene	656	484	670	782	575	541	673	738
ENSG00000187068	non_hk_gene	59	36	64	61	44	68	55	65
ENSG00000113790	hk_gene	63	34	56	90	48	30	39	62
ENSG00000073803	hk_gene	1767	1388	1903	2075	1793	1538	999	1017
ENSG00000163900	hk_gene	602	519	689	552	641	549	1032	737
ENSG00000163898	hk_gene	24	27	6	11	5	16	11	17
ENSG00000163904	hk_gene	1040	972	1302	1443	1057	991	1336	1185
ENSG00000073792	hk_gene	1358	908	1522	1140	1209	1032	1340	1062
ENSG00000163915	hk_gene	0	2	0	1	1	1	5	0
ENSG00000136527	hk_gene	7952	6655	5843	9099	4495	4296	8655	8796
ENSG00000244405	hk_gene	945	742	1154	1004	830	980	653	816
ENSG00000058866	non_hk_gene	2	8	11	11	12	7	10	5
ENSG00000213139	hk_gene	6	0	2	10	7	0	4	1
ENSG00000113838	hk_gene	429	488	610	981	692	652	787	777
ENSG00000090520	hk_gene	11000	8789	11102	11876	10760	9128	11393	10897
ENSG00000145192	non_hk_gene	7	1	6	22	15	4	7	11
ENSG00000090512	hk_gene	0	13	1	0	10	2	0	0
ENSG00000113905	hk_gene	0	0	0	6	2	2	3	1
ENSG00000113889	hk_gene	0	0	0	4	4	0	6	0
ENSG00000156976	hk_gene	9051	5931	9306	15652	8133	8010	9678	10256
ENSG00000163918	non_hk_gene	5911	5495	7068	7876	6667	5859	8322	7845
ENSG00000181092	non_hk_gene	0	0	0	1	0	0	5	0
ENSG00000073849	hk_gene	1682	1463	1764	1463	1410	1328	1740	1651
ENSG00000163923	non_hk_gene	3037	2559	3564	2634	2794	2539	3807	3492
ENSG00000175077	hk_gene	16	27	13	39	8	13	1	6
ENSG00000127241	hk_gene	52	39	31	93	31	23	29	34
ENSG00000157005	hk_gene	5	8	17	25	2	12	1	0
ENSG00000113916	hk_gene	47	34	53	100	47	33	54	66
ENSG00000145012	hk_gene	1151	1070	1178	1186	1126	1066	1333	1041
ENSG00000213132	hk_gene	2	1	8	8	1	4	0	3
ENSG00000188001	hk_gene	8	3	4	2	0	0	1	0
ENSG00000090530	hk_gene	413	201	238	307	245	233	337	177
ENSG00000163347	hk_gene	56	36	53	71	33	63	35	78
ENSG00000113946	hk_gene	0	1	3	1	0	0	0	1
ENSG00000196083	hk_gene	119	87	111	102	68	69	29	72
ENSG00000205835	hk_gene	12	7	0	3	3	1	0	3
ENSG00000188958	hk_gene	0	0	3	0	1	0	0	0
ENSG00000152492	hk_gene	246	195	210	228	172	200	179	216
ENSG00000114279	hk_gene	328	335	350	365	301	223	150	136
ENSG00000180611	hk_gene	598	671	750	1084	797	675	706	626
ENSG00000127252	non_hk_gene	119	91	91	100	83	91	88	96
ENSG00000127249	hk_gene	0	2	6	9	2	1	5	1
ENSG00000198836	hk_gene	1837	1445	1842	1583	1608	1468	1563	1641
ENSG00000114315	hk_gene	953	600	967	1546	724	833	378	765
ENSG00000172061	hk_gene	16	11	6	19	4	16	1	7
ENSG00000178732	hk_gene	7	1	1	2	0	1	0	2
ENSG00000133657	hk_gene	1295	976	1069	1219	1232	1126	1111	933
ENSG00000145014	hk_gene	141	143	180	189	101	138	124	168
ENSG00000041802	hk_gene	2288	1730	2313	2547	2302	2027	2725	2204
ENSG00000185112	hk_gene	197	125	511	244	233	216	148	202
ENSG00000173950	hk_gene	548	573	619	491	491	451	623	512
ENSG00000114331	hk_gene	1033	591	641	565	488	575	971	703
ENSG00000184203	hk_gene	1447	1172	1491	1404	1091	1099	1962	1730
ENSG00000176945	hk_gene	12	10	5	1	0	4	1	2
ENSG00000145113	non_hk_gene	33	34	43	50	58	74	22	29
ENSG00000061938	hk_gene	49	85	75	47	41	44	62	55
ENSG00000072274	hk_gene	3961	2844	2860	5259	3165	3714	3297	3950
ENSG00000163958	hk_gene	17	3	5	18	5	8	4	13
ENSG00000163959	non_hk_gene	81	28	20	39	38	29	51	65
ENSG00000161217	hk_gene	651	586	620	780	598	648	798	698
ENSG00000213123	non_hk_gene	967	650	1221	1057	948	798	1393	1251
ENSG00000163960	hk_gene	2109	1990	2042	2288	1715	1686	2365	2377
ENSG00000163961	hk_gene	1237	921	900	1151	892	874	877	668
ENSG00000185798	hk_gene	771	690	870	875	672	654	1116	817
ENSG00000174013	hk_gene	642	464	513	669	554	514	492	439
ENSG00000174004	hk_gene	10	25	18	12	20	13	10	1
ENSG00000163964	hk_gene	361	368	340	245	192	214	407	278
ENSG00000174007	non_hk_gene	78	69	86	116	69	77	141	95
ENSG00000180370	hk_gene	1117	891	954	1073	900	993	1385	979
ENSG00000119231	hk_gene	458	385	333	510	366	404	563	402
ENSG00000114503	hk_gene	5332	5044	5690	5889	5142	4618	5065	4809
ENSG00000119227	hk_gene	6	0	0	0	1	2	0	1
ENSG00000163975	hk_gene	36	21	21	35	18	20	17	40
ENSG00000075711	hk_gene	1078	761	881	703	796	699	841	643
ENSG00000161267	hk_gene	335	316	280	332	213	187	338	323
ENSG00000145016	hk_gene	210	217	189	186	162	170	188	139
ENSG00000122068	non_hk_gene	533	349	489	877	578	514	849	817
ENSG00000186001	hk_gene	637	612	689	700	754	539	710	587
ENSG00000114473	non_hk_gene	218	205	328	459	431	304	576	417
ENSG00000182899	hk_gene	50352	42391	52635	63970	46689	42375	62559	56812
ENSG00000185621	non_hk_gene	155	159	235	287	233	227	345	260
ENSG00000197701	hk_gene	302	332	353	486	265	209	382	311
ENSG00000186777	non_hk_gene	1	1	1	42	46	42	61	65
ENSG00000131127	hk_gene	384	370	356	352	279	235	423	344
ENSG00000182903	hk_gene	2862	2697	2714	3034	2588	2344	2831	2604
ENSG00000174227	hk_gene	624	512	777	689	676	571	788	713
ENSG00000133256	hk_gene	140	156	173	147	81	120	148	188
ENSG00000169020	hk_gene	25806	21770	27749	33882	24476	22624	35745	35292
ENSG00000215375	non_hk_gene	65	67	86	48	87	66	233	111
ENSG00000169026	non_hk_gene	8	11	13	13	9	11	15	18
ENSG00000185619	non_hk_gene	612	616	663	630	592	518	729	717
ENSG00000168993	hk_gene	5	1	3	5	3	7	1	12
ENSG00000178950	hk_gene	315	222	232	173	154	178	346	182
ENSG00000127419	non_hk_gene	39	33	42	28	21	27	47	39
ENSG00000145214	non_hk_gene	93	49	52	47	39	40	124	91
ENSG00000127415	non_hk_gene	3	5	9	0	9	5	10	7
ENSG00000127418	hk_gene	125	67	46	111	58	58	56	79
ENSG00000178222	non_hk_gene	78	36	66	66	36	56	159	218
ENSG00000159674	hk_gene	13	7	10	6	7	6	0	3
ENSG00000159692	hk_gene	846	690	846	532	691	645	1003	679
ENSG00000090316	hk_gene	3089	2848	3608	3422	3415	2990	4601	4007
ENSG00000163945	hk_gene	90	99	107	91	75	58	93	92
ENSG00000179979	hk_gene	100	87	103	88	77	52	110	83
ENSG00000174137	hk_gene	17	3	12	6	4	2	20	2
ENSG00000163950	hk_gene	769	576	583	555	533	467	680	594
ENSG00000168936	hk_gene	452	300	272	276	164	198	399	397
ENSG00000013810	hk_gene	3048	2134	2665	1940	2021	1906	3484	2509
ENSG00000068078	hk_gene	176	147	139	105	83	56	67	55
ENSG00000168924	hk_gene	677	490	608	513	499	596	717	515
ENSG00000109685	hk_gene	1418	941	1274	1217	992	989	1255	1208
ENSG00000185049	non_hk_gene	1207	1032	1334	789	1139	963	1625	1149
ENSG00000243449	non_hk_gene	59	27	28	38	27	27	53	47
ENSG00000185818	hk_gene	63	70	81	43	38	57	75	73
ENSG00000130997	hk_gene	13	9	8	23	4	12	20	13
ENSG00000214367	hk_gene	504	382	381	356	341	382	451	292
ENSG00000123933	hk_gene	460	355	556	367	343	316	623	390
ENSG00000159733	hk_gene	22	14	12	14	6	9	3	10
ENSG00000063978	hk_gene	3081	3338	3617	4694	3458	3042	4236	4623
ENSG00000125386	non_hk_gene	512	294	374	236	280	276	474	288
ENSG00000168884	hk_gene	503	316	373	368	316	322	381	373
ENSG00000087266	hk_gene	376	262	371	297	288	322	303	299
ENSG00000087274	non_hk_gene	1371	1183	1540	1283	1201	1134	2060	1458
ENSG00000109736	hk_gene	920	645	728	510	744	557	936	567
ENSG00000087269	hk_gene	999	852	1208	1130	1053	1001	1393	1109
ENSG00000125388	non_hk_gene	37	19	15	26	37	34	30	41
ENSG00000197386	hk_gene	1203	1061	1063	1024	717	818	1210	1011
ENSG00000188981	hk_gene	5	2	5	6	2	11	4	4
ENSG00000159788	hk_gene	249	223	273	165	140	188	239	187
ENSG00000109758	hk_gene	0	4	1	1	7	0	0	0
ENSG00000175920	hk_gene	15	3	2	0	2	0	5	0
ENSG00000163956	hk_gene	6710	6094	7464	3788	4058	3656	6579	4502
ENSG00000184160	hk_gene	136	54	39	121	40	58	45	78
ENSG00000132406	hk_gene	642	549	686	688	441	448	1153	1016
ENSG00000145220	hk_gene	3907	3674	4092	4645	4082	3442	4742	3975
ENSG00000168826	non_hk_gene	162	105	163	207	130	144	246	168
ENSG00000168824	hk_gene	1035	891	952	964	629	701	155	388
ENSG00000168818	non_hk_gene	638	650	878	604	671	587	1020	746
ENSG00000163132	non_hk_gene	15	8	7	22	15	11	18	16
ENSG00000170891	hk_gene	287	201	188	312	221	206	140	187
ENSG00000152953	non_hk_gene	99	51	89	34	35	47	107	97
ENSG00000173040	hk_gene	40	80	86	46	57	37	34	34
ENSG00000072840	hk_gene	100	85	89	45	99	49	83	47
ENSG00000072832	hk_gene	1654	989	1508	1567	1391	1579	1206	1532
ENSG00000152969	hk_gene	40	24	12	27	12	29	15	31
ENSG00000109501	hk_gene	608	563	654	604	537	515	544	543
ENSG00000074211	hk_gene	75	57	72	26	17	21	4	17
ENSG00000013288	hk_gene	139	114	134	141	134	129	131	134
ENSG00000179010	hk_gene	8004	5472	6979	5451	5501	4983	7310	5836
ENSG00000178988	hk_gene	2627	2353	2948	2930	2542	2164	3164	2847
ENSG00000186222	hk_gene	1053	699	890	1148	861	813	749	956
ENSG00000170871	hk_gene	471	372	430	413	316	348	459	426
ENSG00000132405	hk_gene	1139	1059	1195	1333	945	1017	1421	1351
ENSG00000173013	hk_gene	8	0	12	5	1	2	8	2
ENSG00000173011	non_hk_gene	243	197	284	266	277	220	413	258
ENSG00000109519	hk_gene	3909	3392	4075	5635	4197	4085	4676	5551
ENSG00000184985	hk_gene	21	28	15	5	20	7	9	13
ENSG00000178597	hk_gene	1	0	1	3	1	0	0	3
ENSG00000196526	hk_gene	235	156	125	210	128	136	163	166
ENSG00000228919	hk_gene	0	5	0	0	3	1	0	0
ENSG00000163995	hk_gene	61	41	22	22	15	20	9	27
ENSG00000125089	hk_gene	3	1	3	0	1	2	2	2
ENSG00000170801	hk_gene	59	48	41	28	30	32	30	36
ENSG00000087008	hk_gene	315	301	347	409	328	259	342	342
ENSG00000155275	hk_gene	263	136	207	209	126	127	178	130
ENSG00000155269	hk_gene	9	0	1	0	2	1	5	3
ENSG00000109625	hk_gene	160	165	192	83	109	90	91	47
ENSG00000215612	hk_gene	1	4	5	4	5	3	2	5
ENSG00000109667	hk_gene	23	15	26	29	48	25	10	16
ENSG00000169676	hk_gene	5	2	5	0	1	1	2	2
ENSG00000071127	hk_gene	5899	4715	7498	5541	5534	5169	6706	6146
ENSG00000178163	non_hk_gene	121	98	188	180	126	154	179	342
ENSG00000109684	hk_gene	1	1	0	0	4	0	0	0
ENSG00000002587	hk_gene	47	35	25	85	62	27	15	24
ENSG00000157869	hk_gene	889	706	953	912	858	768	923	891
ENSG00000109705	hk_gene	2	5	1	3	1	4	0	3
ENSG00000038219	hk_gene	1869	1015	1258	1447	1036	1191	1710	1431
ENSG00000137449	hk_gene	31	11	19	12	14	11	9	7
ENSG00000048342	non_hk_gene	243	169	268	332	277	240	399	296
ENSG00000118564	hk_gene	4047	4207	5151	6256	4422	4204	4748	4464
ENSG00000237765	hk_gene	1351	1017	1230	1750	1134	994	1421	1392
ENSG00000109743	non_hk_gene	37	43	36	55	40	52	112	71
ENSG00000004468	hk_gene	0	6	0	1	1	1	12	4
ENSG00000137440	non_hk_gene	8	14	20	24	42	39	30	63
ENSG00000137441	hk_gene	0	2	1	13	2	2	0	0
ENSG00000007062	hk_gene	897	770	479	1154	568	577	352	582
ENSG00000169762	hk_gene	99	43	107	72	46	91	92	50
ENSG00000169744	hk_gene	1205	725	655	1042	603	680	576	742
ENSG00000151552	non_hk_gene	1520	1583	2302	2224	2430	1987	2848	2310
ENSG00000002549	hk_gene	2724	2152	2954	3494	3249	2638	3917	3591
ENSG00000118579	hk_gene	6901	6296	8130	9028	6951	6300	7905	8711
ENSG00000047662	hk_gene	104	98	176	97	147	162	45	62
ENSG00000163257	non_hk_gene	680	699	547	1199	721	763	1374	1072
ENSG00000109805	non_hk_gene	3101	2752	3038	3355	2922	2885	3952	4213
ENSG00000178177	hk_gene	519	349	422	577	241	269	591	577
ENSG00000145147	non_hk_gene	311	132	196	257	177	217	283	410
ENSG00000163138	non_hk_gene	320	249	269	250	332	267	321	258
ENSG00000185774	hk_gene	4	4	1	0	0	6	0	2
ENSG00000152990	hk_gene	888	666	843	768	747	698	838	741
ENSG00000109819	hk_gene	24	18	14	28	11	11	10	2
ENSG00000109606	hk_gene	7798	6722	8648	9279	7435	7060	7275	7673
ENSG00000109610	hk_gene	13	12	12	9	15	11	2	8
ENSG00000181982	hk_gene	52	95	124	92	104	98	95	56
ENSG00000153012	hk_gene	297	215	308	125	163	157	98	123
ENSG00000109618	non_hk_gene	139	136	192	97	138	124	147	158
ENSG00000038210	non_hk_gene	468	391	307	306	259	292	584	414
ENSG00000168228	hk_gene	708	574	663	801	476	410	507	547
ENSG00000053900	hk_gene	1478	1357	1691	1816	1372	1352	2077	1763
ENSG00000157765	hk_gene	29	40	27	27	19	13	13	47
ENSG00000091490	hk_gene	962	808	1150	815	783	850	968	973
ENSG00000250317	hk_gene	2459	1594	2152	1311	1393	1299	2212	2084
ENSG00000168214	hk_gene	7474	5950	5955	7947	6220	5422	6192	6021
ENSG00000109680	non_hk_gene	108	84	96	144	129	90	162	143
ENSG00000109689	hk_gene	417	274	306	392	316	276	289	216
ENSG00000169851	non_hk_gene	157	86	248	134	245	155	141	129
ENSG00000047365	hk_gene	19	31	14	14	9	16	29	17
ENSG00000174145	hk_gene	3	0	1	0	0	0	1	1
ENSG00000154274	hk_gene	104	46	73	36	48	53	30	85
ENSG00000181826	non_hk_gene	54	53	66	87	102	73	63	72
ENSG00000169299	hk_gene	1431	1237	1287	1338	1259	992	1348	1314
ENSG00000065882	hk_gene	819	588	578	552	493	448	520	511
ENSG00000250254	hk_gene	10	3	5	3	6	5	0	5
ENSG00000109787	hk_gene	373	249	373	341	273	308	319	438
ENSG00000174130	non_hk_gene	0	0	2	0	0	7	3	1
ENSG00000197712	hk_gene	280	313	332	261	183	217	227	370
ENSG00000121895	hk_gene	0	0	0	4	3	0	2	1
ENSG00000109790	hk_gene	600	395	414	496	393	329	515	473
ENSG00000157796	non_hk_gene	236	257	340	345	320	283	281	318
ENSG00000035928	hk_gene	3735	2382	3148	3223	2837	2838	3278	2945
ENSG00000134962	non_hk_gene	3	19	49	7	12	16	39	23
ENSG00000163682	non_hk_gene	9852	10904	12547	12705	12730	9478	18691	15824
ENSG00000121897	hk_gene	477	520	641	687	605	556	920	782
ENSG00000109814	non_hk_gene	2796	2630	3542	3499	3128	2707	4662	3957
ENSG00000163683	hk_gene	1299	900	700	1082	419	547	797	897
ENSG00000078140	hk_gene	4886	3683	5034	4818	4178	3959	4969	4074
ENSG00000121892	hk_gene	1548	1373	1465	1599	1228	1182	1528	1395
ENSG00000078177	non_hk_gene	1459	1116	1130	1243	1075	1297	2054	1442
ENSG00000168421	hk_gene	572	505	988	448	468	566	496	1293
ENSG00000174343	hk_gene	139	120	75	117	66	107	73	161
ENSG00000163694	non_hk_gene	1636	1429	1574	1011	1221	1169	1816	1333
ENSG00000179299	hk_gene	605	483	435	468	331	336	535	478
ENSG00000163697	hk_gene	1710	1308	1535	1870	1359	1274	1485	1919
ENSG00000154277	hk_gene	20374	20277	24572	19645	19948	17312	19737	17958
ENSG00000064042	hk_gene	517	504	615	166	44	69	78	31
ENSG00000109132	hk_gene	5	2	4	2	4	1	2	2
ENSG00000109133	hk_gene	2604	1926	2335	2283	2236	2150	2445	1905
ENSG00000182308	hk_gene	8	3	10	10	8	12	3	7
ENSG00000014824	hk_gene	3318	3022	3314	3330	2862	2562	4081	3974
ENSG00000188848	non_hk_gene	641	470	579	532	509	585	760	833
ENSG00000178343	non_hk_gene	53	36	68	27	39	33	32	49
ENSG00000124406	hk_gene	317	157	237	172	153	155	189	192
ENSG00000183783	hk_gene	93	52	91	34	78	44	55	55
ENSG00000151806	non_hk_gene	578	405	490	570	450	493	756	706
ENSG00000163281	hk_gene	254	188	254	279	221	209	253	244
ENSG00000163285	non_hk_gene	16	14	4	20	11	7	12	21
ENSG00000151834	hk_gene	24	12	11	17	4	13	2	7
ENSG00000109158	hk_gene	16	10	15	22	11	23	3	20
ENSG00000163288	hk_gene	3	7	3	6	2	6	1	2
ENSG00000169019	hk_gene	734	669	775	949	543	589	953	996
ENSG00000145246	hk_gene	98	76	91	112	67	70	77	104
ENSG00000170448	hk_gene	556	358	530	417	445	420	593	399
ENSG00000163293	hk_gene	326	209	156	243	103	143	113	175
ENSG00000198515	hk_gene	22	12	20	33	11	8	10	13
ENSG00000074966	hk_gene	8	0	5	1	0	7	1	1
ENSG00000135605	hk_gene	97	56	63	102	52	58	39	76
ENSG00000109171	hk_gene	478	326	362	432	355	369	401	376
ENSG00000145248	hk_gene	51	43	68	41	9	12	7	21
ENSG00000182223	hk_gene	0	3	7	1	0	4	0	1
ENSG00000075539	hk_gene	736	508	645	624	451	467	447	461
ENSG00000109180	hk_gene	5344	4706	6189	6184	5915	5244	6716	6948
ENSG00000145247	hk_gene	12041	10379	10626	12731	8439	7880	12161	12408
ENSG00000109182	hk_gene	0	2	0	0	0	1	3	0
ENSG00000109184	hk_gene	1693	1428	1733	1937	1406	1292	1585	1584
ENSG00000188993	hk_gene	5	0	5	0	0	1	2	3
ENSG00000163069	hk_gene	2348	1838	2812	2615	2220	1851	2760	2448
ENSG00000163071	hk_gene	35	15	36	33	31	15	9	9
ENSG00000109189	hk_gene	1455	1335	1580	1320	1221	993	1555	1260
ENSG00000226887	hk_gene	914	773	621	782	530	560	470	601
ENSG00000128045	hk_gene	2781	2534	1764	2086	993	1151	1545	1465
ENSG00000184178	hk_gene	511	377	534	661	588	562	660	519
ENSG00000145216	hk_gene	2459	1869	2609	2551	2433	2258	2994	2896
ENSG00000072201	hk_gene	106	107	196	172	188	219	52	92
ENSG00000109220	hk_gene	321	192	284	141	189	109	223	141
ENSG00000134853	hk_gene	137	252	240	111	192	65	113	66
ENSG00000157404	hk_gene	416	351	336	444	225	246	134	366
ENSG00000128052	hk_gene	1242	695	409	456	164	280	208	223
ENSG00000128039	hk_gene	810	466	716	419	328	291	849	712
ENSG00000134851	hk_gene	2039	1438	1365	1421	1175	1161	1383	982
ENSG00000134852	hk_gene	714	623	694	575	520	452	641	495
ENSG00000163440	hk_gene	1	5	4	12	13	8	1	1
ENSG00000109255	hk_gene	329	269	429	346	402	320	209	548
ENSG00000090989	hk_gene	544	422	541	577	450	481	573	577
ENSG00000174799	hk_gene	588	493	562	537	484	576	704	451
ENSG00000109265	non_hk_gene	106	87	100	114	76	83	153	160
ENSG00000157426	hk_gene	873	568	601	642	550	522	907	746
ENSG00000128059	hk_gene	3545	2999	3328	5387	4145	4077	4025	5155
ENSG00000268171	hk_gene	3	17	43	15	0	18	5	21
ENSG00000128050	hk_gene	31454	30601	35057	41642	32096	31310	32717	34918
ENSG00000174780	hk_gene	5376	5086	5148	6299	4897	4603	6610	6443
ENSG00000196503	hk_gene	11	16	11	10	13	8	6	7
ENSG00000249693	hk_gene	0	3	8	0	0	1	10	2
ENSG00000128040	hk_gene	108	61	98	52	61	54	16	39
ENSG00000084093	hk_gene	1723	1187	1481	1399	1190	1240	1718	1438
ENSG00000084092	hk_gene	990	554	684	526	389	427	648	531
ENSG00000047315	hk_gene	4114	3594	3873	4209	3512	3106	4835	4107
ENSG00000163453	hk_gene	15	8	1	5	1	0	0	2
ENSG00000150471	hk_gene	192	144	137	120	113	118	107	120
ENSG00000145241	non_hk_gene	392	295	294	451	329	315	560	423
ENSG00000033178	hk_gene	941	530	751	742	573	589	622	660
ENSG00000083896	hk_gene	2469	1782	2330	1709	1966	1670	2429	2168
ENSG00000087128	non_hk_gene	26	11	0	16	6	5	15	7
ENSG00000171234	hk_gene	0	3	2	6	0	1	0	3
ENSG00000109205	hk_gene	0	3	2	2	0	0	0	1
ENSG00000145309	hk_gene	0	3	0	0	1	0	0	0
ENSG00000132467	hk_gene	1471	1116	997	1378	979	900	1449	1311
ENSG00000018189	non_hk_gene	372	217	252	250	232	258	348	352
ENSG00000132463	hk_gene	3217	2563	1833	2935	1814	1774	2829	2677
ENSG00000173542	hk_gene	838	583	632	744	638	602	661	537
ENSG00000156136	hk_gene	920	713	891	867	669	576	989	969
ENSG00000080493	hk_gene	12	18	21	17	18	15	18	6
ENSG00000145321	non_hk_gene	2	6	0	22	8	8	13	13
ENSG00000056291	hk_gene	120	135	49	82	49	33	59	45
ENSG00000156140	hk_gene	90	70	85	54	65	43	49	59
ENSG00000163626	non_hk_gene	471	351	410	392	481	344	703	433
ENSG00000132466	hk_gene	2813	2576	2654	2759	2025	2273	2657	2456
ENSG00000081051	non_hk_gene	402	448	625	721	626	551	721	495
ENSG00000079557	hk_gene	0	0	0	4	0	5	0	0
ENSG00000169435	hk_gene	40	54	31	42	30	29	8	23
ENSG00000124875	hk_gene	335	285	155	340	117	213	202	339
ENSG00000109272	hk_gene	20	8	11	4	0	1	2	12
ENSG00000163739	hk_gene	24	8	3	24	4	17	10	17
ENSG00000163737	non_hk_gene	161	129	108	177	97	132	176	221
ENSG00000163736	hk_gene	8	7	15	8	7	2	24	18
ENSG00000163735	non_hk_gene	243	198	172	239	179	145	583	513
ENSG00000163734	hk_gene	44	33	49	36	32	30	11	33
ENSG00000081041	hk_gene	28	17	8	14	5	6	2	4
ENSG00000163738	non_hk_gene	457	419	536	627	613	457	623	704
ENSG00000269559	hk_gene	15	11	8	7	4	10	24	7
ENSG00000174808	hk_gene	10	10	9	2	7	10	1	3
ENSG00000169116	hk_gene	144	188	133	181	85	64	57	70
ENSG00000163743	hk_gene	2269	2101	3148	3893	3397	2747	4013	3418
ENSG00000174796	non_hk_gene	388	328	320	420	320	286	570	515
ENSG00000138769	non_hk_gene	64	28	55	61	56	53	70	56
ENSG00000138757	hk_gene	7343	8443	9565	10043	7933	6914	11581	12608
ENSG00000138768	hk_gene	7162	5679	5920	6174	4580	4332	4220	3967
ENSG00000138744	non_hk_gene	90	42	38	73	52	36	82	53
ENSG00000198301	hk_gene	4064	3157	4124	4657	3907	3386	4616	4182
ENSG00000138755	non_hk_gene	0	0	0	1	7	1	0	1
ENSG00000156219	hk_gene	8	23	13	12	8	13	2	0
ENSG00000138750	hk_gene	4793	4393	5342	5111	3903	3568	4850	4798
ENSG00000138760	hk_gene	898	573	631	870	602	669	854	839
ENSG00000189157	hk_gene	12	11	29	13	14	13	8	13
ENSG00000118804	non_hk_gene	70	55	47	75	75	61	84	89
ENSG00000163749	hk_gene	0	0	3	2	0	1	0	3
ENSG00000138771	hk_gene	1168	950	819	943	763	804	583	654
ENSG00000186212	hk_gene	0	4	1	10	0	4	3	7
ENSG00000138758	hk_gene	4023	2893	3759	3507	3142	3137	3935	3680
ENSG00000118816	hk_gene	8302	5901	6269	5628	5085	5285	5829	5870
ENSG00000138764	hk_gene	344	134	206	145	146	126	284	206
ENSG00000138767	hk_gene	170	127	113	108	85	84	77	112
ENSG00000169288	hk_gene	1783	1788	2452	1994	2187	1718	3624	2288
ENSG00000138759	hk_gene	2381	2014	1886	1650	1138	1357	1302	1070
ENSG00000138772	non_hk_gene	577	847	944	1233	824	761	1480	900
ENSG00000138756	hk_gene	372	266	312	265	212	236	287	215
ENSG00000163291	non_hk_gene	262	233	246	249	209	221	264	260
ENSG00000163297	hk_gene	156	54	56	118	55	77	29	60
ENSG00000138669	hk_gene	6	11	1	4	0	4	5	7
ENSG00000138670	hk_gene	41	34	50	63	32	33	18	54
ENSG00000138668	hk_gene	10617	8575	9184	8392	7994	7655	9781	8199
ENSG00000152795	hk_gene	15351	16991	18080	17305	15045	13794	22072	17843
ENSG00000145293	hk_gene	3193	2363	3153	2783	2345	2243	3043	2940
ENSG00000249242	hk_gene	157	113	102	109	55	68	72	127
ENSG00000145284	hk_gene	61	37	52	31	14	24	10	16
ENSG00000138674	hk_gene	4033	3790	4311	4855	3748	3536	4623	4201
ENSG00000168152	hk_gene	558	406	407	543	343	324	731	559
ENSG00000189308	hk_gene	274	174	260	262	235	183	320	284
ENSG00000138663	hk_gene	2589	2402	3396	3791	3074	2756	4272	4026
ENSG00000145287	non_hk_gene	29	36	58	50	34	34	44	36
ENSG00000173085	hk_gene	322	213	276	200	217	226	281	263
ENSG00000173083	non_hk_gene	153	89	172	218	163	161	135	255
ENSG00000163312	non_hk_gene	312	263	488	362	329	298	482	362
ENSG00000163319	hk_gene	8543	7207	9379	11127	9534	8714	13180	10476
ENSG00000163322	hk_gene	630	485	608	732	487	512	575	745
ENSG00000138678	non_hk_gene	32	36	33	29	40	35	39	26
ENSG00000163624	hk_gene	588	386	407	485	400	369	405	283
ENSG00000163625	hk_gene	446	391	418	307	329	308	400	293
ENSG00000138639	hk_gene	6	6	7	10	7	4	15	7
ENSG00000109339	non_hk_gene	107	71	128	88	70	110	132	139
ENSG00000163629	hk_gene	1622	1086	1311	1346	978	1210	1419	1257
ENSG00000163633	non_hk_gene	88	91	106	107	87	81	192	132
ENSG00000172493	hk_gene	797	789	807	779	605	568	577	544
ENSG00000145332	hk_gene	386	294	374	335	371	307	522	562
ENSG00000170509	non_hk_gene	0	0	1	0	0	1	0	7
ENSG00000198189	non_hk_gene	572	454	497	578	547	477	540	791
ENSG00000170502	hk_gene	2058	1559	1975	2191	1997	1689	1993	2020
ENSG00000152583	hk_gene	76	50	31	78	54	42	33	28
ENSG00000152592	hk_gene	3	6	7	2	8	3	5	4
ENSG00000118785	non_hk_gene	1254	981	1110	1492	1065	1080	2704	2114
ENSG00000118762	hk_gene	817	505	668	628	631	545	701	502
ENSG00000118777	non_hk_gene	38	36	33	68	62	63	39	39
ENSG00000163644	hk_gene	318	275	228	655	297	289	396	447
ENSG00000138642	hk_gene	62	70	73	111	60	67	43	50
ENSG00000138646	hk_gene	239	149	170	445	264	282	169	168
ENSG00000145337	hk_gene	2448	2134	2391	2344	2364	1841	4080	2671
ENSG00000138641	hk_gene	106	59	58	74	35	65	50	52
ENSG00000177432	non_hk_gene	54	40	44	67	49	64	54	61
